ZoneID,Japanese Name,Machine Translated,City,Actual,File Path,Zone Name
412,225ばんどうろ,225 Bandoro,,Route 225,fields/area012,R225
413,225ばんどうろ:民家,225 Bandoro : Private House,,Route 225 - House,prefab_map/t01r0301,R225R0101
414,227ばんどうろ,227 Bandoro,,Route 227,fields/area012,R227
415,227ばんどうろ:民家,227 Bandoro : Private House,,Route 227 - House,prefab_map/c02r0501,R227R0101
416,228ばんどうろ,228 Bandoro,,Route 228,fields/area014,R228
417,228ばんどうろ:W226ゲート,228 Bandoro : W226 Gate,,Route 228 - Route 226 Gate,prefab_map/r218r0101,R228R0101
418,228ばんどうろ:民家1,228 Bandoro : Private House 1,,Route 228 - House 1 (North),prefab_map/c04r0801,R228R0201
419,228ばんどうろ:民家2,228 Bandoro : Private House 2,,Route 228 - House 2 (South),prefab_map/c05r0901,R228R0301
420,229ばんどうろ,229 Bandoro,,Route 229,fields/area014,R229
421,レコードコーナー（未使用）,Record corner (unused),,,,RECORD
422,フタバタウン,Footaba Town,Twinleaf Town,Twinleaf Town,fields/area001,T01
423,フタバ:ライバルの家 1F,Futaba : Rival House 1F,Twinleaf Town,Twinleaf - Rival's House 1F,prefab_map/t01r0101,T01R0101
424,フタバ:ライバルの家 2F,Futaba : Rival House 2F,Twinleaf Town,Twinleaf - Rival's House 2F,prefab_map/t01r0102,T01R0102
425,フタバ:主人公の家 1F,Futaba : Hero's House 1F,Twinleaf Town,Twinleaf - Player's House 1F,prefab_map/t01r0201,T01R0201
426,フタバ:主人公の家 2F,Futaba : The Main Character's House 2F,Twinleaf Town,Twinleaf - Player's House 2F,prefab_map/t01r0202,T01R0202
427,フタバ:民家1,Footaba : Private House 1,Twinleaf Town,Twinleaf - House 3 (North of Player's House),prefab_map/t01r0301,T01R0301
428,フタバ:民家2,Fftaba : Private House 2,Twinleaf Town,Twinleaf - House 4 (West of Player's House),prefab_map/t01r0301,T01R0401
429,マサゴタウン,Masago Town,Sandgem Town,Sandgem Town,fields/area001,T02
430,マサゴ:フレンドリィショップ,Masago : Friendly Shop,Sandgem Town,Sandgem - Poké Mart,prefab_map/t02fs0101,T02FS0101
431,マサゴ:ポケモンセンター 1F,Masago : Pokémon Center 1F,Sandgem Town,Sandgem - Center 1F,prefab_map/t02pc0101,T02PC0101
432,マサゴ:ポケモンセンター 2F,Masago : Pokémon Center 2F,Sandgem Town,Sandgem - Center 2F,prefab_map/t02pc0102,T02PC0102
433,マサゴ:ポケモンセンター B1F,Masago : Pokémon Center B1F,Sandgem Town,Sandgem - Center B1F,prefab_map/t02pc0103,T02PC0103
434,マサゴ:ポケモン研究所,Masago : Pokémon Institute,Sandgem Town,Sandgem - Pokémon Research Lab,prefab_map/t02r0101,T02R0101
435,マサゴ:サポートの家 1F,Masago: Support House 1F,Sandgem Town,Sandgem - Dawn/Lucas' House 1F,prefab_map/t02r0201,T02R0201
436,マサゴ:サポートの家 2F,Masago: Support House 2F,Sandgem Town,Sandgem - Dawn/Lucas' House 2F,prefab_map/t02r0202,T02R0202
437,マサゴ:民家1,Masago : Private House 1,Sandgem Town,Sandgem - House (SW),prefab_map/t01r0301,T02R0301
438,ソノオタウン,Sonoh Town,Floaroma Town,Floaroma Town,fields/area003,T03
439,ソノオ:フレンドリィショップ,Sonoh : Friendly Shop,Floaroma Town,Floaroma - Poké Mart,prefab_map/t02fs0101,T03FS0101
440,ソノオ:ポケモンセンター 1F,Sonoh : Pokémon Center 1F,Floaroma Town,Floaroma - Center 1F,prefab_map/t02pc0101,T03PC0101
441,ソノオ:ポケモンセンター 2F,Sonoh : Pokémon Center 2F,Floaroma Town,Floaroma - Center 2F,prefab_map/t02pc0102,T03PC0102
442,ソノオ:ポケモンセンター B1F,Sonoh : Pokémon Center B1F,Floaroma Town,Floaroma - Center B1F,prefab_map/t02pc0103,T03PC0103
443,ソノオ:花屋,Sonoh : Florist,Floaroma Town,Floaroma - Flower Shop,prefab_map/t03r0101,T03R0101
444,ソノオ:民家1,Sonoh : Private House 1,Floaroma Town,Floaroma - House 1 (East of Center),prefab_map/t01r0301,T03R0201
445,ソノオ:民家2,Sonoh : Private House 2,Floaroma Town,Floaroma - House 2 (NW of Center),prefab_map/t01r0301,T03R0301
446,ズイタウン,Zui Town,Solaceon Town,Solaceon Town,fields/area005,T04
447,ズイ:フレンドリィショップ,Zui : Friendly Shop,Solaceon Town,Solaceon - Poké Mart,prefab_map/t02fs0101,T04FS0101
448,ズイ:ポケモンセンター 1F,Zui : Pokémon Center 1F,Solaceon Town,Solaceon - Center 1F,prefab_map/t02pc0101,T04PC0101
449,ズイ:ポケモンセンター 2F,Zui : Pokémon Center 2F,Solaceon Town,Solaceon - Center 2F,prefab_map/t02pc0102,T04PC0102
450,ズイ:ポケモンセンター B1F,Zui : Pokémon Center B1F,Solaceon Town,Solaceon - Center B1F,prefab_map/t02pc0103,T04PC0103
451,ズイ:育て屋・助け屋,Zui : Grower/ Helper,Solaceon Town,Solaceon - Pokémon Nursery,prefab_map/t04r0101,T04R0101
452,ズイ:民家1,Zui : Private House 1,Solaceon Town,Solaceon - House 1 (NW),prefab_map/t01r0301,T04R0201
453,ズイ:民家2,Zui : Private House 2,Solaceon Town,Solaceon - Pokémon News Press,prefab_map/t04r0301,T04R0301
454,ズイ:民家3,Zui : Private House 3,Solaceon Town,Solaceon - House 2 (North of Center),prefab_map/t01r0301,T04R0401
455,ズイ:民家4,Zui : Private House 4,Solaceon Town,Solaceon - House 3 (West of Ruins),prefab_map/t01r0301,T04R0501
456,カンナギタウン,Kannagi Town,Celestic Town,Celestic Town,fields/area005,T05
457,カンナギ:ポケモンセンター 1F,Kannagi : Pokémon Center 1F,Celestic Town,Celestic - Center 1F,prefab_map/t02pc0101,T05PC0101
458,カンナギ:ポケモンセンター 2F,Kannagi : Pokémon Center 2F,Celestic Town,Celestic - Center 2F,prefab_map/t02pc0102,T05PC0102
459,カンナギ:ポケモンセンター B1F,Kannagi : Pokémon Center B1F,Celestic Town,Celestic - Center B1F,prefab_map/t02pc0103,T05PC0103
460,カンナギ:長老の家,Kannagi : House of Elders,Celestic Town,Celestic - Large House,prefab_map/t05r0101,T05R0101
461,カンナギ:民家1（どうぐや）,Kannagi : Private House 1(Doguya),Celestic Town,Celestic - House 1 (Shop),prefab_map/c04r0501,T05R0201
462,カンナギ:民家2,Kannagi : Private House 2,Celestic Town,Celestic - House 2 (NE),prefab_map/c04r0701,T05R0301
463,カンナギ:民家3,Kannagi : Private House 3,Celestic Town,Celestic - House 3 (SW),prefab_map/c04r0701,T05R0401
464,カンナギ:ほこら,Kannagi : Hokora,Celestic Town,Celestic - Cave,prefab_map/t05r0501,T05R0501
465,サバイバルエリア,Survival Area,,Survival Area,fields/area012,T06
466,サバイバルエリア:フレンドリィショップ,Survival Area: Friendly Shop,,Survival Area - Poké Mart,prefab_map/t02fs0101,T06FS0101
467,サバイバルエリア:ポケモンセンター 1F,Survival Area : Pokémon Center 1F,,Survival Area - Center 1F,prefab_map/t02pc0101,T06PC0101
468,サバイバルエリア:ポケモンセンター 2F,Survival Area : Pokémon Center 2F,,Survival Area - Center 2F,prefab_map/t02pc0102,T06PC0102
469,サバイバルエリア:ポケモンセンター B1F,Survival Area : Pokémon Center B1F,,Survival Area - Center B1F,prefab_map/t02pc0103,T06PC0103
470,サバイバルエリア:民家1,Survival area: Private house 1,,Survival Area - House 1 (West of Center),prefab_map/t01r0301,T06R0101
471,サバイバルエリア:民家2,Survival Area : Private House 2,,Survival Area - House 2 (South of Center),prefab_map/c05r0901,T06R0201
472,サバイバルエリア:民家3,Survival area: Private house 3,,Survival Area - House 3 (North),prefab_map/t01r0301,T06R0301
473,リゾートエリア,Resort Area,,Resort Area,fields/area014,T07
474,リゾートエリア:フレンドリィショップ,Resort Area: Friendly Shop,,Resort Area - Poké Mart,prefab_map/t02fs0101,T07FS0101
475,リゾートエリア:ポケモンセンター 1F,Resort Area: Pokémon Center 1F,,Resort Area - Center 1F,prefab_map/t02pc0101,T07PC0101
476,リゾートエリア:ポケモンセンター 2F,Resort Area: Pokémon Center 2F,,Resort Area - Center 2F,prefab_map/t02pc0102,T07PC0102
477,リゾートエリア:ポケモンセンター B1F,Resort Area: Pokémon Center B1F,,Resort Area - Center B1F,prefab_map/t02pc0103,T07PC0103
478,リゾートエリア:リボンシンジケート1F,Resort Area: Ribbon Syndicate 1F,,Resort Area - Ribbon Syndicate 1F,prefab_map/t07r0101,T07R0101
479,リゾートエリア:リボンシンジケート2F,Resort Area: Ribbon Syndicate 2F,,Resort Area - Ribbon Syndicate 2F,prefab_map/t07r0102,T07R0102
480,リゾートエリア:リボンシンジケートEV,Resort Area: Ribbon Syndicate EV,,Resort Area - Ribbon Syndicate Elv.,prefab_map/c01r0208,T07R0103
481,リゾートエリア:民家1,Resort area: Private house 1,,Resort Area - House 1 (South of Center),prefab_map/t01r0301,T07R0201
482,リゾートエリア:民家2,Resort area: Private house 2,,Resort Area - House 2 (South of Syndicate),prefab_map/t01r0301,T07R0301
483,炭鉱マップ,Coal Mine Map,,,,UG
484,ユニオンルーム（未使用）,Union Room (unused),,Union Room,,UNION
485,220ばんすいどう,220 Bansu-i-do,,Route 220,fields/area001,W220
486,223ばんすいどう,223 Bansu-do,,Route 223,fields/area008,W223
487,226ばんすいどう,226 Bansu-do,,Route 226,fields/area012,W226
488,226ばんすいどう:民家,226 Bansu-do : Private house,,Route 226 - House,prefab_map/c04r0801,W226R0101
489,230ばんすいどう,230 Bansu-do,,Route 230,fields/area014,W230
490,うみわれのみち,Umi Michi,,Seabreak Path,fields/area008,W231
491,コミュニティルーム,Community Room,,Union Room Receptionist - union01,prefab_map/union01,UNION01
492,グローバルルーム,Global Room,,Union Room Receptionist - union02,prefab_map/union02,UNION02
493,コロシアム,coliseum,,Union Room Receptionist - union03,prefab_map/union03,UNION03
494,ハクタイ:ギンガ団支部ビル　ロトムの部屋（プラチナ要素）,Hakutai : Ginga Branch Building Lotom's Room (Platinum Element),,Eterna - Galac. Bdg. Rotom Room,prefab_map/c04r0205,C04R0205
495,パルパーク:小部屋ベース,Pal Park: Small Room Base,Ramanas Park,Ramanas Park - d10r0201,prefab_map/d10r0201,D10R0201
496,パルパーク:導きの部屋,Palpark : Guiding Room,Ramanas Park,Ramanas Park - d10r0202,prefab_map/d10r0202,D10R0202
497,パルパーク:カントーのへや,Palpark : Heya of Tho,Ramanas Park,Ramanas Park - d10r0301,prefab_map/d10r0301,D10R0301
498,パルパーク:ジョウトのへや,Palpark : Jout's Heya,Ramanas Park,Ramanas Park - d10r0302,prefab_map/d10r0302,D10R0302
499,パルパーク:心の部屋,Pal Park : Room of Mind,Ramanas Park,Ramanas Park - d10r0303,prefab_map/d10r0303,D10R0303
500,パルパーク:大陸の部屋,Palpark : Continental Room,Ramanas Park,Ramanas Park - Groudon,prefab_map/d10r0401,D10R0401
501,パルパーク:大海の部屋,Pal Park : Ocean Room,Ramanas Park,Ramanas Park - Kyogre,prefab_map/d10r0402,D10R0402
502,パルパーク:天空の部屋,Pal Park : Room in the Sky,Ramanas Park,Ramanas Park - Rayquaza,prefab_map/d10r0403,D10R0403
503,パルパーク:虹の部屋,PalPark : Rainbow Room,Ramanas Park,Ramanas Park - d10r0501,prefab_map/d10r0501,D10R0501
504,パルパーク:嵐の部屋,Pal Park : Storm Room,Ramanas Park,Ramanas Park - d10r0502,prefab_map/d10r0502,D10R0502
505,パルパーク:遺伝子の部屋,Palpark : Gene Room,Ramanas Park,Ramanas Park - Mewtwo,prefab_map/d10r0601,D10R0601
506,パルパーク:フィールド：奇麗な空間,Palpark : Field: Beautiful Space,Ramanas Park,Ramanas Park - d10r0701,prefab_map/d10r0701,D10R0701
507,パルパーク:フィールド：やぶれた世界風,Palpark : Field: The Beaten World Wind,Ramanas Park,Ramanas Park - d10r0801,prefab_map/d10r0801,D10R0801
508,01_地下通路:中央左側,01_ Underground passage: Center left side,Underground,,underground/uga01,UGA01
509,02_地下通路:中央左側,02_ Underground passage: Center left side,Underground,,underground/uga02,UGA02
510,03_地下通路:中央左側,03_ Underground passage: Center left side,Underground,,underground/uga03,UGA03
511,04_地下通路:中央左側,04_ Underground passage: Center left side,Underground,,underground/uga04,UGA04
512,05_地下通路:中央右側,05_ Underground Access : Central Right,Underground,,underground/uga05,UGA05
513,06_地下通路:中央右側,06' Underground Path: Center Right,Underground,,underground/uga06,UGA06
514,07_地下通路:中央右側,07_ Underground Access : Central Right,Underground,,underground/uga07,UGA07
515,08_地下通路:中央右側,08' Underground Path: Center Right,Underground,,underground/uga08,UGA08
516,09_地下通路:中央右側,09_ Underground Access : Central Right,Underground,,underground/uga09,UGA09
517,10_地下通路:中央右側,10' Underground Path: From right,Underground,,underground/uga10,UGA10
518,11_地下通路:南西,11_ Underground Access : South West,Underground,,underground/ugb01,UGB01
519,12_地下通路:南西,12_ Underground Access : South West,Underground,,underground/ugb02,UGB02
520,13_地下通路:南西,13_ Underground Access : South West,Underground,,underground/ugb03,UGB03
521,14_地下通路:南西,14_ Underground Access : South-West,Underground,,underground/ugb04,UGB04
522,15_地下通路:南西,15_ Underground Access : South West,Underground,,underground/ugb05,UGB05
523,16_地下通路:南西,16' Underground Access: South West,Underground,,underground/ugb06,UGB06
524,17_地下通路:南西,17_ Underground Access : South West,Underground,,underground/ugb07,UGB07
525,18_地下通路:中央の小区域,18_ Underground Passage: Central Sub-Area,Underground,,underground/ugc01,UGC01
526,19_地下通路:北西,19_ Underground Route : North West,Underground,,underground/ugd01,UGD01
527,20_地下通路:北西,20' Underground Access: North West,Underground,,underground/ugd02,UGD02
528,21_地下通路:北西,21_ Underground Access : North West,Underground,,underground/ugd03,UGD03
529,22_地下通路:北西,22_ Underground Access : North West,Underground,,underground/ugd04,UGD04
530,23_地下通路:北西,23_ Underground Access : North West,Underground,,underground/ugd05,UGD05
531,24_地下通路:南東,24' Underground Access: South East,Underground,,underground/uge01,UGE01
532,25_地下通路:南東,25_ Underground Access : South East,Underground,,underground/uge02,UGE02
533,26_地下通路:南東,26_ Underground Access : South East,Underground,,underground/uge03,UGE03
534,27_地下通路:南東,27_ Underground Route : South East,Underground,,underground/uge04,UGE04
535,28_地下通路:南東,28- Underground Access: South East,Underground,,underground/uge05,UGE05
536,29_地下通路:北東,29' Underground Access: North East,Underground,,underground/ugf01,UGF01
537,30_地下通路:北東,30_ Underground Access : North East,Underground,,underground/ugf02,UGF02
538,31_地下通路:北東,31_ Underground Access : North East,Underground,,underground/ugf03,UGF03
539,32_地下通路:北東,32_ Underground Access : North East,Underground,,underground/ugf04,UGF04
540,33_地下通路:北東,33_ Underground Access : North East,Underground,,underground/ugf05,UGF05
541,34_地下通路:北東,34_ Underground Access : North East,Underground,,underground/ugf06,UGF06
542,35_地下通路:北東,35' Underground Access: North East,Underground,,underground/ugf07,UGF07
543,01_ランドマーク_中央左側_汎用,01_ Landmark _ Center Left _ Generic,Underground,,underground/ugspace01,UGSPACE01
544,02_ランドマーク_中央左側_草むら,02_ Landmark _ Center Left _ Grassy Grass,Underground,,underground/ugspace02,UGSPACE02
545,03_ランドマーク_中央左側_草むらと地底湖,03_ Landmark _ Central Left _ Grassy And Underground Lakes,Underground,,underground/ugspace03,UGSPACE03
546,04_ランドマーク_中央左側_汎用,04_ Landmark _ Center Left _ Generic,Underground,,underground/ugspace04,UGSPACE04
547,05_ランドマーク_中央左側_汎用,05_ Landmark _ Center Left _ Generic,Underground,,underground/ugspace05,UGSPACE05
548,06_ランドマーク_中央左側_沼地,06_ Landmark _ Center Left _ Swamp,Underground,,underground/ugspace06,UGSPACE06
549,07_ランドマーク_中央左側_草むら,07_ Landmark _ Center Left _ Grassy Grass,Underground,,underground/ugspace02,UGSPACE07
550,08_ランドマーク_中央左側_地底湖,08_ Landmark _ Central Left _ Underground Lake,Underground,,underground/ugspace08,UGSPACE08
551,09_ランドマーク_中央左側_汎用,09_ Landmark _ Center Left _ Generic,Underground,,underground/ugspace09,UGSPACE09
552,10_ランドマーク_中央左側_地底湖,10_ Landmark _ Central left _ Underground Lake,Underground,,underground/ugspace10,UGSPACE10
553,11_ランドマーク_中央左側_地底湖,11_ Landmark _ Central left _ Underground Lake,Underground,,underground/ugspace11,UGSPACE11
554,12_ランドマーク_中央左側_汎用,12_ Landmark _ Center Left _ Generic,Underground,,underground/ugspace12,UGSPACE12
555,13_ランドマーク_中央右側_汎用,13_ Landmark _ Center Right _ Generic,Underground,,underground/ugspace12,UGSPACE13
556,14_ランドマーク_中央右側_砂地,14_ Landmark _ Center Right _ Sandy Area,Underground,,underground/ugspace14,UGSPACE14
557,15_ランドマーク_中央右側_地底火山,15_ Landmark _ Central Right _ Underground Volcano,Underground,,underground/ugspace15,UGSPACE15
558,16_ランドマーク_中央右側_汎用,16_ Landmark _ Center Right _ Generic,Underground,,underground/ugspace16,UGSPACE16
559,17_ランドマーク_中央右側_砂地,17_ Landmark _ Center Right _ Sandy Area,Underground,,underground/ugspace17,UGSPACE17
560,18_ランドマーク_中央右側_地底火山,18_ Landmark _ Central Right _ Underground Volcano,Underground,,underground/ugspace18,UGSPACE18
561,19_ランドマーク_中央右側_水晶,19_ Landmark _ Center Right _ Crystal,Underground,,underground/ugspace19,UGSPACE19
562,20_ランドマーク_中央右側_砂地と地底火山,20_ Landmark _ Center Right _ Sandy Area and Underground Volcano,Underground,,underground/ugspace20,UGSPACE20
563,21_ランドマーク_中央右側_汎用,21_ Landmark _ Center Right _ Generic,Underground,,underground/ugspace04,UGSPACE21
564,22_ランドマーク_中央右側_汎用,22_ Landmark _ Center Right _ Generic,Underground,,underground/ugspace01,UGSPACE22
565,23_ランドマーク_中央右側_砂地,23_ Landmark _ Center Right _ Sandy Area,Underground,,underground/ugspace23,UGSPACE23
566,24_ランドマーク_中央右側_汎用,24_ Landmark _ Center Right _ Generic,Underground,,underground/ugspace24,UGSPACE24
567,25_ランドマーク_南西_草むら,25_ Landmark _ Southwest _ Grassy,Underground,,underground/ugspace25,UGSPACE25
568,26_ランドマーク_南西_草むらと地底湖,26_ Landmark _ Southwest _ Grassy and Underground Lakes,Underground,,underground/ugspace26,UGSPACE26
569,27_ランドマーク_南西_汎用,27_ Landmark _ Southwest _ Generic,Underground,,underground/ugspace09,UGSPACE27
570,28_ランドマーク_南西_草むら,28_ Landmark _ Southwest _ Grassy,Underground,,underground/ugspace28,UGSPACE28
571,29_ランドマーク_南西_地底湖,29_ Landmark _ Southwest _ Underground Lake,Underground,,underground/ugspace29,UGSPACE29
572,30_ランドマーク_南西_沼地,30_ Landmark _ Southwest _ Swamp,Underground,,underground/ugspace30,UGSPACE30
573,31_ランドマーク_南西_汎用,31_ Landmark _ Southwest _ Generic,Underground,,underground/ugspace31,UGSPACE31
574,32_ランドマーク_南西_汎用,32_ Landmark _ Southwest _ Generic,Underground,,underground/ugspace32,UGSPACE32
575,33_ランドマーク_南西_汎用,33_ Landmark _ Southwest _ Generic,Underground,,underground/ugspace31,UGSPACE33
576,34_ランドマーク_南西_沼地,34_ Landmark _ Southwest _ Swamp,Underground,,underground/ugspace06,UGSPACE34
577,35_ランドマーク_南西_草むらと地底湖,35_ Landmark _ Southwest _ Grassy grass and underground lake,Underground,,underground/ugspace35,UGSPACE35
578,36_ランドマーク_中央の小区域_氷の地底湖,36_ Landmarks _ Central Subsion _ Icy Underground Lake,Underground,,underground/ugspace36,UGSPACE36
579,37_ランドマーク_中央の小区域_水晶,37_ Landmark _ Central Subs ( 1),Underground,,underground/ugspace37,UGSPACE37
580,38_ランドマーク_北西_水晶,38_ Landmark _ Northwest _ Crystal,Underground,,underground/ugspace38,UGSPACE38
581,39_ランドマーク_北西_氷の地底湖,39_ Landmark _ Northwest _ Icy Underground Lake,Underground,,underground/ugspace39,UGSPACE39
582,40_ランドマーク_北西_氷の地底湖,40_ Landmark _ Northwest _ Icy Underground Lake,Underground,,underground/ugspace40,UGSPACE40
583,41_ランドマーク_北西_氷の地底湖,41_ Landmark _ Northwest _ Icy Underground Lake,Underground,,underground/ugspace36,UGSPACE41
584,42_ランドマーク_北西_汎用,42_ Landmark _ Northwest _ Generic,Underground,,underground/ugspace31,UGSPACE42
585,43_ランドマーク_北西_汎用,43_ Landmark _ Northwest _ Generic,Underground,,underground/ugspace01,UGSPACE43
586,44_ランドマーク_北西_雪の草むら,44_ Landmark _ Northwest _ Snow Grass,Underground,,underground/ugspace44,UGSPACE44
587,45_ランドマーク_北西_雪の草むら,45_ Landmark _ Northwest _ Snow Grass,Underground,,underground/ugspace45,UGSPACE45
588,46_ランドマーク_北西_雪の草むら,46_ Landmark _ Northwest _ Snowy Grass,Underground,,underground/ugspace46,UGSPACE46
589,47_ランドマーク_北西_雪の草むら,47_ Landmark _ Northwest _ Snow Grass,Underground,,underground/ugspace47,UGSPACE47
590,48_ランドマーク_南東_沼地,48_ Landmark _ Southeast _ Swamp,Underground,,underground/ugspace06,UGSPACE48
591,49_ランドマーク_南東_地底湖,49_ Landmark _ Southeast _ Underground Lake,Underground,,underground/ugspace49,UGSPACE49
592,50_ランドマーク_南東_汎用,50_ Landmark _ Southeast _ Generic,Underground,,underground/ugspace12,UGSPACE50
593,51_ランドマーク_南東_沼地,51_ Landmark _ Southeast _ Swamp,Underground,,underground/ugspace51,UGSPACE51
594,52_ランドマーク_南東_汎用,52_ Landmark _ Southeast _ Generic,Underground,,underground/ugspace24,UGSPACE52
595,53_ランドマーク_南東_地底湖,53_ Landmark _ Southeast _ Underground Lake,Underground,,underground/ugspace10,UGSPACE53
596,54_ランドマーク_南東_砂地,54_ Landmark _ Southeast _ Sandy Area,Underground,,underground/ugspace54,UGSPACE54
597,55_ランドマーク_南東_沼地,55_ Landmark _ Southeast _ Swamp,Underground,,underground/ugspace55,UGSPACE55
598,56_ランドマーク_南東_汎用,56_ Landmark _ Southeast _ Generic,Underground,,underground/ugspace32,UGSPACE56
599,57_ランドマーク_南東_砂地と地底火山,57_ Landmark _ Southeast _ Sandy areas and underground volcanoes,Underground,,underground/ugspace57,UGSPACE57
600,58_ランドマーク_北東_地底火山,58_ Landmark _ Northeast _ Underground Volcano,Underground,,underground/ugspace58,UGSPACE58
601,59_ランドマーク_北東_水晶,59_ Landmark _ Northeast _ Crystal,Underground,,underground/ugspace19,UGSPACE59
602,60_ランドマーク_北東_地底火山,60_ Landmark _ Northeast _ Underground Volcano,Underground,,underground/ugspace60,UGSPACE60
603,61_ランドマーク_北東_砂地,61_ Landmark _ Northeast _ Sandy Area,Underground,,underground/ugspace61,UGSPACE61
604,62_ランドマーク_北東_地底湖,62_ Landmark _ Northeast _ Underground Lake,Underground,,underground/ugspace10,UGSPACE62
605,63_ランドマーク_北東_草むら,63_ Landmark _ Northeast _ Kusori,Underground,,underground/ugspace28,UGSPACE63
606,64_ランドマーク_北東_汎用,64_ Landmark _ Northeast _ Generic,Underground,,underground/ugspace01,UGSPACE64
607,65_ランドマーク_北東_沼地,65_ Landmark _ Northeast _ Swamp,Underground,,underground/ugspace06,UGSPACE65
608,66_ランドマーク_北東_砂地,66_ Landmark _ Northeast _ Sandy Area,Underground,,underground/ugspace66,UGSPACE66
609,67_ランドマーク_北東_砂地と地底火山,67_ Landmark _ Northeast _ Sandy areas and underground volcanoes,Underground,,underground/ugspace67,UGSPACE67
610,68_ランドマーク_北東_地底火山,68_ Landmark _ Northeast _ Underground Volcano,Underground,,underground/ugspace58,UGSPACE68
611,01_Lランドマーク_中央左側_草むらと地底湖,01_L Landmark _ Central Left _ Grassy And Underground Lakes,Underground,,underground/ugspacel01,UGSPACEL01
612,02_Lランドマーク_中央右側_砂地,02_L Landmark _ Center Right _ Sandy Area,Underground,,underground/ugspacel02,UGSPACEL02
613,03_Lランドマーク_南西_草むら,03_L Landmark _ Southwest _ Grassy,Underground,,underground/ugspacel03,UGSPACEL03
614,04_Lランドマーク_中央の小区域_水晶,04_L Landmark _ Central Sub area _ Crystal,Underground,,underground/ugspacel04,UGSPACEL04
615,05_Lランドマーク_北西_雪の草むらと氷の地底湖,05_L Landmark _ Northwest _ Snowy Grass and Icy Underground Lakes,Underground,,underground/ugspacel05,UGSPACEL05
616,06_Lランドマーク_南東_沼地,06_L Landmark _ Southeast _ Swamp,Underground,,underground/ugspacel06,UGSPACEL06
617,07_Lランドマーク_北東_砂地と地底火山,07_L Landmark _ Northeast _ Sandy Areas and Underground Volcanoes,Underground,,underground/ugspacel07,UGSPACEL07
618,はじまりのま（パール）,Pearl,,Hall of Origin - Pearl,prefab_map/d05r0117,D05R0117
619,パルパーク:破れた部屋,Palpark : Torn Room,,Ramanas Park - d10r0901,prefab_map/d10r0901,D10R0901
620,ひみつきち,Himitsukichi,,Underground - Secret Base 1,underground/ugsecretbase01,UGSECRETBASE01
621,ひみつきち,Himitsukichi,,Underground - Secret Base 2,underground/ugsecretbase02,UGSECRETBASE02
622,ひみつきち,Himitsukichi,,Underground - Secret Base 3,underground/ugsecretbase03,UGSECRETBASE03
623,ひみつきち,Himitsukichi,,Underground - Secret Base 4,underground/ugsecretbase04,UGSECRETBASE04
624,パルパーク:破れた部屋:天地,Palpark : Torn Room: Heaven and Earth,Ramanas Park,Ramanas Park - d10r0902,prefab_map/d10r0902,D10R0902
625,海マップ,Sea Map,,Boat Cutscene,prefab_map/sea01,SEA01
626,コトブキ:TV局 奥クリップの間,Kotobuki: Tv station between the back clips,,Jubilife TV (?room behind guy in Clip Room),prefab_map/c01r0209,C01R0209
627,中央西のひみつきち1,Central West Secret 1,,,underground/ugaasecretbase01,UGAASECRETBASE01
628,中央西のひみつきち2,Central West Secret 2,,,underground/ugaasecretbase02,UGAASECRETBASE02
629,中央西のひみつきち3,Central West Secret 3,,,underground/ugaasecretbase03,UGAASECRETBASE03
630,中央東のひみつきち1,Central East Tsukichi 1,,,underground/ugabsecretbase01,UGABSECRETBASE01
631,中央東のひみつきち2,Chuo-East Himitsukichi 2,,,underground/ugabsecretbase02,UGABSECRETBASE02
632,中央東のひみつきち3,Central East Secret 3,,,underground/ugabsecretbase03,UGABSECRETBASE03
633,南西のひみつきち1,Southwest Secret 1,,,underground/ugbasecretbase01,UGBASECRETBASE01
634,南西のひみつきち2,Southwest Secret 2,,,underground/ugbasecretbase02,UGBASECRETBASE02
635,南西のひみつきち3,Southwest Secret 3,,,underground/ugbasecretbase03,UGBASECRETBASE03
636,中央のひみつきち1,Center Secret 1,,,underground/ugcasecretbase01,UGCASECRETBASE01
637,中央のひみつきち2,Center Secret 2,,,underground/ugcasecretbase02,UGCASECRETBASE02
638,中央のひみつきち3,Center Secret 3,,,underground/ugcasecretbase03,UGCASECRETBASE03
639,北西のひみつきち1,Northwest Secret 1,,,underground/ugdasecretbase01,UGDASECRETBASE01
640,北西のひみつきち2,Northwest Secret 2,,,underground/ugdasecretbase02,UGDASECRETBASE02
641,北西のひみつきち3,Northwest Secret 3,,,underground/ugdasecretbase03,UGDASECRETBASE03
642,南東のひみつきち1,Southeast Tsukitsukichi 1,,,underground/ugeasecretbase01,UGEASECRETBASE01
643,南東のひみつきち2,Southeast Tsukichi 2,,,underground/ugeasecretbase02,UGEASECRETBASE02
644,南東のひみつきち3,Southeast Tsukichi 3,,,underground/ugeasecretbase03,UGEASECRETBASE03
645,北東のひみつきち1,Northeast Secret 1,,,underground/ugfasecretbase01,UGFASECRETBASE01
646,北東のひみつきち2,Northeast Secret 2,,,underground/ugfasecretbase02,UGFASECRETBASE02
647,北東のひみつきち3,Northeast Secret 3,,,underground/ugfasecretbase03,UGFASECRETBASE03
648,パルパーク:導きの部屋消灯,Pal Park : Guide room turned off,,Ramanas Park - d10r0202b,prefab_map/d10r0202b,D10R0202B
