ID,Class/Name,Level Cap,Format,Pokemon 1 Icon,Pokemon 1 Name,Pokemon 1 Level,Pokemon 1 Nature,Pokemon 1 Ability,Item 1 Icon,Item 1 Name,Pokemon 1 Move 1,Pokemon 1 Move 2,Pokemon 1 Move 3,Pokemon 1 Move 4,Pokemon 1 IV,Pokemon 1 EV,Pokemon 2 Icon,Pokemon 2 Name,Pokemon 2 Level,Pokemon 2 Nature,Pokemon 2 Ability,Item 2 Icon,Item 2 Name,Pokemon 2 Move 1,Pokemon 2 Move 2,Pokemon 2 Move 3,Pokemon 2 Move 4,Pokemon 2 IV,Pokemon 2 EV,Pokemon 3 Icon,Pokemon 3 Name,Pokemon 3 Level,Pokemon 3 Nature,Pokemon 3 Ability,Item 3 Icon,Item 3 Name,Pokemon 3 Move 1,Pokemon 3 Move 3,Pokemon 3 Move 2,Pokemon 3 Move 4,Pokemon 3 IV,Pokemon 3 EV,Pokemon 4 Icon,Pokemon 4 Name,Pokemon 4 Level,Pokemon 4 Nature,Pokemon 4 Ability,Item 4 Icon,Item 4 Name,Pokemon 4 Move 1,Pokemon 4 Move 2,Pokemon 4 Move 3,Pokemon 4 Move 4,Pokemon 4 IV,Pokemon 4 EV,Pokemon 5 Icon,Pokemon 5 Name,Pokemon 5 Level,Pokemon 5 Nature,Pokemon 5 Ability,Item 5 Icon,Item 5 Name,Pokemon 5 Move 1,Pokemon 5 Move 2,Pokemon 5 Move 3,Pokemon 5 Move 4,Pokemon 5 IV,Pokemon 5 EV,Pokemon 6 Icon,Pokemon 6 Name,Pokemon 6 Level,Pokemon 6 Nature,Pokemon 6 Ability,Item 6 Icon,Item 6 Name,Pokemon 6 Move 1,Pokemon 6 Move 2,Pokemon 6 Move 3,Pokemon 6 Move 4,Pokemon 6 IV,Pokemon 6 EV,Item(s),Special Note(s)
868,Lucian [Pokemon League] (Team 2),Level Cap: 78,Format: Singles,,Claydol,74,Bold,Psychic Surge,,Light Clay,Reflect,Light Screen,Earth Power,Body Press,All 31 / 0 Atk,252/0/248/4/4/0,,Mr. Mime,74,Timid,Filter,,Assault Vest,Energy Ball,Dazzling Gleam,Psyshock,Focus Blast,All 31 ,252 SpA / 8 SpD / 248 Spe,,Exeggutor,74,Modest,Harvest,,Wiki Berry,Sleep Powder,Calm Mind ,Energy Ball,Psychic,All 31 / 0 Atk,252 HP / 252 SpA / 4 SpD,,Starmie,74,Timid,Natural Cure,,Life Orb,Hydro Pump,Ice Ball,Thunderbolt,Dazzling Gleam,All 31 / 0 Atk,252 SpA / 8 SpD / 248 Spe,,Lunatone,74,Mild,Levitate,,Choice Scarf,Power Gem,Earth Power,Ice Ball,Psychic,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Gallade,75,Jolly,Justified,,Expert Belt,Close Combat,Psycho Cut,Thunder Punch,Shadow Sneak,All 31,252 Atk / 4 SpD / 252 Spe,None,None
869,Lucian [Pokemon League] (Team 3),Level Cap: 78,Format: Singles,,Espeon,74,Timid,Magic Bounce,,Light Clay,Reflect,Light Screen,Psychic,Dazzling Gleam,All 31 / 0 Atk,248 SpA / 8 SpD / 252 Spe,,Jynx,74,Timid,Dazzling,,Life Orb,Ice Ball,Energy Ball,Psyshock,Shadow Ball,All 31 / 0 Atk,248 SpA / 8 SpD / 252 Spe,,Alakazam,74,Timid,Magic Bounce,,Life Orb,Psychic,Dazzling Gleam,Focus Blast,Shadow Ball,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Slowbro,74,Bashful,Regenerator,,Leftovers,Future Sight,Scald,Slack Off,Teleport,All 31 / 0 Atk,252 HP / 252 Def / 4 SpA ,,Medicham,74,Jolly,Pure Power,,Expert Belt,High Jump Kick,Psycho Cut,Ice Punch,Bullet Punch,All 31 ,252 Atk / 8 SpD / 248 Spe,,Gallade,75,Jolly,Justified,,Expert Belt,Close Combat,Psycho Cut,Thunder Punch,Shadow Sneak,All 31,252 Atk / 4 SpD / 252 Spe,None,None
870,Lucian [Pokemon League] (Team 4),Level Cap: 78,Format: Singles,,Grumpig,74,Calm,Prankster,,Light Clay,Reflect,Light Screen,Psychic,Taunt,All 31 / 0 Atk,248 HP / 8 SpA / 252 SpD,,Bronzong,74,Careful,Heatproof,,Leftovers,Body Press,Iron Defense,Stealth Rock,Zen Headbutt,All 31,252 HP / 4 Atk / 252 SpD,,Hypno,74,Modest,No Guard,,Life Orb,Hypnosis,Zap Cannon,Psycho Boost,Dazzling Gleam,All 31 / 0 Atk,252 HP / 4 Def / 252 SpA,,Gardevoir,74,Timid,Pixilate,,Choice Specs,Hyper Voice,Psychic,Focus Blast,Thunderbolt,All 31 / 0 Atk,252 SpA / 8 SpD / 248 Spe,,Chimecho,74,Calm,Magic Bounce,,Life Orb,Recover,Psychic,Hyper Voice,Dazzling Gleam,All 31 / 0 Atk,252 HP / 8 SpA / 248 SpD,,Gallade,75,Jolly,Justified,,Expert Belt,Close Combat,Psycho Cut,Thunder Punch,Shadow Sneak,All 31,252 Atk / 4 SpD / 252 Spe,None,None
871,Cynthia [Pokemon League] (Team 1),Level Cap: 78,Format: Singles,,Ninetales-Alola,77,Timid,Snow Warning,,Light Clay,Aurora Veil,Moonblast,Blizzard,Psyshock,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Sneasler,77,Jolly,Poison Touch,,Choice Band,Poison Jab,Close Combat,X-Scissor,Shadow Claw,All 31,252 Atk / 4 Def / 252 Spe,,Typhlosion-Hisui,77,Timid,Adaptability,,Choice Scarf,Eruption,Shadow Ball,Extrasensory,Focus Blast,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Gyarados,77,Adamant,Moxie,,Sitrus Berry,Dragon Dance,Waterfall,Ice Fang,Power Whip,All 31,248 Atk / 8 SpD / 252 Spe,,Gastrodon-West,77,Bold,Storm Drain,,Leftovers,Earth Power,Scald,Recover,Ice Beam,All 31 / 0 Atk,252 HP / 252 Def / 4 SpA,,Garchomp,78,Jolly,Rough Skin,,Lum Berry,Swords Dance,Earthquake,Outrage,Iron Head,All 31,4 HP / 252 Atk / 252 Spe,None,Unlocks Postgame
872,Cynthia [Pokemon League] (Team 2),Level Cap: 78,Format: Singles,,Lucario,77,Adamant,Adaptability,,Life Orb,Meteor Mash,Close Combat,Earthquake,Agility,All 31,0/248/4/0/8/248,,Togekiss,77,Timid,Serene Grace,,Aguav Berry,Air Slash,Flamethrower,Dazzling Gleam,Shadow Ball,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Glaceon,77,Modest,Slush Rush,,Mago Berry,Ice Beam,Earth Power,Extrasensory,Detect,All 31 / 0 Atk,252 SpA / 252 Spe,,Gastrodon-West,77,Bold,Storm Drain,,Rindo Berry,Scald,Earth Power,Ice Beam,Recover,All 31 / 0 Atk,252 HP / 252 Def / 4 SpA,,Lopunny,77,Jolly,Scrappy,,Wide Lens,Mega Kick,High Jump Kick,Dizzy Punch,Fake Out,All 31,252 Atk / 4 SpD / 252 Spe,,Garchomp,78,Adamant,Rough Skin,,Yache Berry,Rock Slide,Earthquake,Iron Head,Dragon Dance,All 31,4 HP / 252 Atk / 252 Spe,None,Unlocks Postgame
873,Cynthia [Pokemon League] (Team 3),Level Cap: 78,Format: Singles,,Roserade,77,Timid,Dazzling,,Focus Sash,Sludge Bomb,Sleep Powder,Energy Ball,Spikes,All 31 / 0 Atk,248 SpA / 8 SpD / 248 Spe,,Scizor,77,Impish,Technician,,Leftovers,Bullet Punch,U-turn,Swords Dance,Roost,All 31,252 HP / 252 Def / 4 Spe,,Rotom-Fan,77,Modest,Motor Drive,,Choice Specs,Volt Switch,Thunderbolt,Air Slash,Power Trick,All 31 / 0 Atk,252 SpA / 8 SpD / 248 Spe,,Milotic,77,Relaxed,Marvel Scale,,Flame Orb,Scald,Moonblast,Dragon Tail,Recover,All 31,252 HP / 4 Atk / 252 Def,,Blaziken,77,Adamant,Speed Boost,,Life Orb,Flare Blitz,Close Combat,Stone Edge,Swords Dance,All 31,252 Atk / 4 SpD / 252 Spe,,Garchomp,78,Jolly,Rough Skin,,Focus Sash,Outrage,Earthquake,Stone Edge,Extreme Speed,All 31,4 HP / 252 Atk / 252 Spe,None,Unlocks Postgame
874,Cynthia [Pokemon League] (Team 4),Level Cap: 78,Format: Singles,,Spiritomb,77,Calm,Pressure,,Red Card,Destiny Bond,Strength Sap,Will-O-Wisp,Hex,All 31 / 0 Atk,248 HP / 8 SpA / 252 SpD,,Milotic,77,Bold,Cute Charm,,Leftovers,Moonblast,Scald,Ice Beam,Recover,All 31 / 0 Atk,252 HP / 252 Def / 4 SpA,,Breloom,77,Jolly,Poison Heal,,Toxic Orb,Spore,Protect,Seed Bomb,Stone Edge,All 31,4 Atk / 252 Def / 252 Spe,,Ampharos,77,Timid,Static,,Salac Berry,Tail Glow,Thunderbolt,Dragon Pulse,Signal Beam,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Togekiss,77,Timid,Serene Grace,,Life Orb,Air Slash,Flamethrower,Dazzling Gleam,Shadow Ball,All 31 / 0 Atk,4 HP / 252 SpA / 252 Spe,,Garchomp,78,Adamant,Rough Skin,,Yache Berry,Earth Power,Poison Jab,Dragon Dance,Outrage,All 31,4 HP / 252 Atk / 252 Spe,None,Unlocks Postgame
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,------------------------------POSTGAME------------------------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,---Select Team---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Volker [Fight Area],Level Cap: 85,Format: Doubles,,Electivire ,75,Jolly,Iron Fist,,Life Orb,Thunder Punch,Close Combat,Darkest Lariat,Protect,All 31,252 Atk / 4 SpD / 252 Spe,,Manectric,74,Timid,Intimidate,,Life Orb,Thunderbolt,Overheat,Protect,Volt Switch,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Rotom-Frost,74,Timid,Levitate,,Aguav Berry,Blizzard,Protect,Will-O-Wisp,Nasty Plot,All 31 / 0 Atk ,248 HP / 8 SpA / 252 Spe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Flint [Fight Area],Level Cap: 85,Format: Doubles,,Magmortar,75,Timid,Mega Launcher,,Life Orb,Aura Sphere,Heat Wave,Scald,Scorching Sands,All 31 / 0 Atk,252 SpA / 4 SpD / 252 Spe,,Rotom-Heat,74,Calm,Levitate,,Leftovers,Thunderbolt,Will-O-Wisp,Protect,Overheat,All 31 / 0 Atk,248 HP / 8 SpA / 252 SpD,,Arcanine,74,Timid,Intimidate,,Sitrus Berry,Flamethrower,Snarl,Will-O-Wisp,Morning Sun,All 31 / 0 Atk ,252 SpA / 4 SpD / 252 Spe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
